,index,y
3671,466,4
3672,6708,2
3673,6694,3
3674,892,7
3675,2283,4
3676,6953,0
3677,9547,4
3678,8636,6
3679,8716,2
3680,7022,2
3681,5337,5
3682,2717,0
3683,3647,1
3684,6018,5
3685,1593,3
3686,626,9
3687,5982,9
3688,9768,7
3689,7937,1
3690,9015,8
3691,4689,1
3692,9250,3
3693,7386,5
3694,8025,5
3695,4812,8
3696,4582,8
3697,9420,5
3698,7431,9
3699,9683,6
3700,4331,2
3701,5217,1
3702,3612,1
3703,8299,3
3704,9705,6
3705,5331,2
3706,7667,6
3707,6862,5
3708,3994,8
3709,3624,2
3710,2953,8
3711,9307,7
3712,9002,6
3713,5142,8
3714,1288,1
3715,8011,8
3716,6654,4
3717,7404,8
3718,3805,9
3719,1473,7
3720,1554,4
3721,8342,1
3722,8688,8
3723,1927,9
3724,9616,5
3725,4407,3
3726,4131,1
3727,7902,2
3728,2196,8
3729,673,3
3730,6728,1
3731,4651,8
3732,1008,9
3733,2407,9
3734,3808,5
3735,9712,5
3736,6020,6
3737,5619,8
3738,3447,4
3739,2257,0
3740,8597,5
3741,8019,3
3742,8558,2
3743,3662,6
3744,9415,0
3745,2337,7
3746,3897,0
3747,2301,2
3748,4594,1
3749,6568,2
3750,7864,1
3751,3710,2
3752,2779,3
3753,1007,8
3754,3431,4
3755,6653,0
3756,7058,9
3757,2708,4
3758,8020,6
3759,5134,5
3760,9245,1
3761,6858,1
3762,8979,5
3763,5593,7
3764,7806,9
3765,2047,5
3766,6668,6
3767,5211,7
3768,5957,4
3769,9301,7
3770,9828,9
3771,5852,3
3772,2655,4
3773,9344,2
3774,451,9
3775,7538,5
3776,7536,8
3777,5926,4
3778,1454,3
3779,6958,7
3780,8676,8
3781,1450,2
3782,4464,3
3783,8439,8
3784,7525,8
3785,9905,1
3786,5470,1
3787,9571,6
3788,4852,9
3789,8468,6
3790,14,9
3791,1529,4
3792,8089,9
3793,625,9
3794,2480,8
3795,8215,1
3796,3924,5
3797,9907,1
3798,4280,8
3799,3934,2
3800,3282,9
3801,3775,6
3802,9935,1
3803,31,5
3804,913,4
3805,9739,1
3806,4676,7
3807,9203,8
3808,4904,9
3809,3837,9
3810,3485,1
3811,6946,6
3812,9601,1
3813,7956,4
3814,3306,5
3815,8536,1
3816,5599,2
3817,9978,7
3818,1428,7
3819,8669,4
3820,195,2
3821,9931,0
3822,2574,8
3823,5430,7
3824,7106,8
3825,8678,1
3826,9682,7
3827,3992,0
3828,839,2
3829,5908,3
3830,6306,0
3831,1875,0
3832,9530,6
3833,8061,0
3834,3640,6
3835,5768,7
3836,543,7
3837,1191,1
3838,4162,0
3839,8399,5
3840,2994,8
3841,8453,9
3842,8095,2
3843,8590,0
3844,3716,3
3845,6509,9
3846,5171,2
3847,3611,1
3848,8707,2
3849,3399,0
3850,8167,6
3851,3732,9
3852,2529,3
3853,1511,1
3854,4048,5
3855,9360,5
3856,1692,9
3857,1285,9
3858,2209,4
3859,8437,7
3860,3834,8
3861,6529,2
3862,8702,0
3863,7168,5
3864,2431,8
3865,5996,4
3866,436,2
3867,7200,4
3868,5071,1
3869,5741,1
3870,8084,5
3871,5628,8
3872,7031,0
3873,5108,1
3874,3910,4
3875,2839,2
3876,9464,4
3877,5633,4
3878,3619,1
3879,8681,2
3880,1262,8
3881,5511,3
3882,771,1
3883,8248,1
3884,1739,0
3885,9764,2
3886,4333,7
3887,5799,1
3888,8339,8
3889,4468,9
3890,8186,8
3891,6375,3
3892,9362,9
3893,7605,2
3894,6357,7
3895,5261,2
3896,2007,8
3897,9923,7
3898,1182,1
3899,3723,1
3900,1949,0
3901,7770,9
3902,6466,8
3903,3895,1
3904,291,2
3905,358,8
3906,6039,8
3907,5971,1
3908,5770,8
3909,4198,8
3910,7962,3
3911,9753,3
3912,9411,7
3913,6270,2
3914,9569,6
3915,900,2
3916,3410,4
3917,5634,4
3918,3827,4
3919,601,5
3920,8546,8
3921,5237,4
3922,6672,9
3923,9202,7
3924,9711,4
3925,2913,0
3926,5201,1
3927,2904,7
3928,7101,6
3929,7194,8
3930,3182,8
3931,6303,7
3932,4437,1
3933,9692,9
3934,2845,5
3935,4304,6
3936,7529,5
3937,3512,4
3938,2420,8
3939,4671,6
3940,4197,4
3941,5772,9
3942,3706,4
3943,9574,4
3944,3516,9
3945,5898,8
3946,6418,0
3947,5962,6
3948,3242,4
3949,9466,8
3950,8684,2
3951,2951,0
3952,5468,5
3953,5960,2
3954,3986,7
3955,3759,4
3956,3755,9
3957,2044,3
3958,3573,2
3959,2084,7
3960,6716,8
3961,189,0
3962,7055,8
3963,4139,5
3964,2181,3
3965,599,3
3966,4220,4
3967,7142,8
3968,3273,8
3969,9644,0
3970,6246,4
3971,3460,1
3972,4047,4
3973,3599,7
3974,314,4
3975,3846,9
3976,8300,5
3977,9000,8
3978,7254,2
3979,497,2
3980,9784,8
3981,8660,7
3982,3856,9
3983,6833,3
3984,2237,6
3985,6091,0
3986,7400,3
3987,6230,2
3988,9161,6
3989,6531,4
3990,9081,7
3991,6559,2
3992,6695,4
3993,9354,0
3994,4458,3
3995,3741,2
3996,6055,0
3997,1569,1
3998,8519,7
3999,6118,0
4000,7048,2
4001,50,9
4002,1600,8
4003,2634,1
4004,9573,2
4005,9143,9
4006,7575,8
4007,1965,0
4008,7114,1
4009,5674,9
4010,9938,9
4011,3623,5
4012,4416,4
4013,107,6
4014,9284,7
4015,2901,2
4016,3681,2
4017,4027,4
4018,8766,5
4019,2069,4
4020,9083,8
4021,9545,9
4022,8165,1
4023,9222,7
4024,4615,5
4025,4075,2
4026,882,3
4027,2443,2
4028,5566,1
4029,2401,3
4030,1017,6
4031,6871,9
4032,718,4
4033,1775,3
4034,5183,4
4035,6310,5
4036,4478,1
4037,8112,3
4038,8508,1
4039,367,3
4040,8719,2
4041,167,4
4042,5313,3
4043,6834,1
4044,8067,8
4045,5321,1
4046,5060,6
4047,4251,8
4048,775,2
4049,9297,2
4050,9787,8
4051,1046,2
4052,8705,6
4053,2071,9
4054,2549,6
4055,2722,5
4056,6176,9
4057,3772,1
4058,6103,6
4059,9100,9
4060,7317,6
4061,9599,7
4062,4116,2
4063,3886,8
4064,505,4
4065,8504,1
4066,866,3
4067,2890,5
4068,2998,5
4069,7662,5
4070,5816,5
4071,7091,6
4072,4698,6
4073,615,8
4074,5335,9
4075,1973,0
4076,1373,3
4077,4629,7
4078,415,9
4079,3718,8
4080,4795,5
4081,9465,5
4082,8285,9
4083,153,0
4084,85,5
4085,9536,4
4086,2299,6
4087,8135,7
4088,6010,1
4089,3802,7
4090,6214,5
4091,5330,7
4092,4105,7
4093,3453,2
4094,1457,1
4095,4306,3
4096,5899,1
4097,6797,0
4098,5296,4
4099,4129,1
4100,6619,0
4101,9342,6
4102,7018,0
4103,8870,5
4104,9005,5
4105,7640,9
4106,9483,0
4107,7698,0
4108,6794,8
4109,9173,4
4110,5909,1
4111,284,0
4112,1341,4
4113,7831,2
4114,1953,4
4115,3187,7
4116,8175,3
4117,3132,5
4118,8509,6
4119,3329,3
4120,7410,4
4121,3349,6
4122,2568,9
4123,1036,0
4124,7124,5
4125,9703,4
4126,3293,1
4127,9551,5
4128,7808,8
4129,4603,6
4130,8977,0
4131,2715,0
4132,7057,6
4133,2076,3
4134,9719,8
4135,9298,1
4136,5528,5
4137,2260,4
4138,7156,1
4139,5677,7
4140,9388,3
4141,2430,7
4142,7643,8
4143,5015,2
4144,7206,2
4145,9826,0
4146,6756,5
4147,8874,7
4148,3358,9
4149,5937,1
4150,8822,6
4151,6277,2
4152,2996,8
4153,6740,2
4154,5672,8
4155,3796,5
4156,4448,4
4157,7149,5
4158,881,4
4159,4744,6
4160,5611,5
4161,8839,1
4162,6814,9
4163,9317,6
4164,1549,1
4165,3667,5
4166,8382,3
4167,2778,4
4168,5329,4
4169,2029,3
4170,416,0
4171,1847,5
4172,8753,4
4173,4291,6
4174,8595,1
4175,1192,6
4176,6823,5
4177,2271,9
4178,2850,5
4179,86,2
4180,5393,4
4181,9762,6
4182,9702,7
4183,7725,4
4184,6732,3
4185,8748,6
4186,8131,3
4187,4385,8
4188,2095,0
4189,4093,3
4190,8150,6
4191,4988,5
4192,3726,5
4193,5604,1
4194,1257,2
4195,8733,7
4196,3529,6
4197,2079,0
4198,5550,5
4199,2570,0
4200,2416,6
4201,1555,0
4202,7046,9
4203,4703,4
4204,4111,4
4205,6382,4
4206,9651,7
4207,7099,3
4208,9956,0
4209,5769,3
4210,4643,3
4211,1799,4
4212,2900,3
4213,5676,6
4214,8156,0
4215,5341,6
4216,487,9
4217,8653,8
4218,1763,2
4219,9666,3
4220,4128,1
4221,9040,2
4222,5835,3
4223,564,2
4224,7557,5
4225,743,7
4226,2684,3
4227,1679,7
4228,1902,0
4229,7544,0
4230,6840,9
4231,9835,7
4232,965,6
4233,8796,9
4234,693,7
4235,6234,7
4236,3514,2
4237,143,3
4238,978,1
4239,7826,9
4240,7894,1
4241,5963,9
4242,1069,6
4243,8761,0
4244,9661,5
4245,9096,9
4246,3377,7
4247,6974,9
4248,1658,4
4249,7830,2
4250,594,1
4251,4367,0
4252,8246,8
4253,6676,0
4254,2130,0
4255,3085,2
4256,1436,6
4257,4891,6
4258,3720,2
4259,5325,8
4260,9946,0
4261,3684,9
4262,5978,5
4263,3794,1
4264,5564,6
4265,3266,7
4266,1401,4
4267,1862,5
4268,7577,1
4269,824,7
4270,9300,5
4271,9181,0
4272,4498,8
4273,5970,1
4274,9118,4
4275,8159,8
4276,2811,2
4277,4115,8
4278,7531,4
4279,8388,1
4280,2818,5
4281,1121,3
4282,5265,2
4283,553,5
4284,6083,2
4285,2067,7
4286,7670,2
4287,6372,1
4288,9017,0
4289,2860,5
4290,4178,7
4291,6244,8
4292,8137,8
4293,7795,5
4294,749,5
4295,8613,6
4296,504,9
4297,8711,4
4298,9823,5
4299,2898,8
4300,4889,4
4301,973,1
4302,2624,8
4303,7916,4
4304,1601,9
4305,3414,3
4306,9645,1
4307,7067,9
4308,2126,9
4309,8144,9
4310,8889,4
4311,6830,1
4312,9265,1
4313,6577,1
4314,1404,1
4315,7130,6
4316,2820,6
4317,6762,7
4318,7506,4
4319,3117,0
4320,1885,5
4321,173,8
4322,5848,4
4323,1254,2
4324,7447,8
4325,2395,7
4326,2110,0
4327,2510,4
4328,1100,7
4329,6212,7
4330,5751,4
4331,2520,1
4332,8321,4
4333,910,5
4334,1066,9
4335,8978,6
4336,2141,7
4337,8297,1
4338,3517,1
4339,396,2
4340,6818,7
4341,9204,9
4342,1120,5
4343,6770,1
4344,6160,2
4345,4759,0
4346,2657,7
4347,4153,0
4348,486,9
4349,3620,0
4350,986,3
4351,1418,6
4352,6203,3
4353,822,0
4354,8489,1
4355,9355,6
4356,6048,1
4357,3636,4
4358,6941,4
4359,7261,8
4360,1779,3
4361,1849,7
4362,7784,7
4363,5364,7
4364,9856,5
4365,4695,8
4366,7425,2
4367,1943,8
4368,3159,2
4369,5951,0
4370,4345,6
4371,1317,9
4372,3893,9
4373,4661,4
4374,264,0
4375,2659,2
4376,4301,6
4377,5726,1
4378,2774,2
4379,5637,7
4380,8416,6
4381,5529,3
4382,7787,5
4383,7918,4
4384,3733,2
4385,9631,7
4386,5036,0
4387,7870,6
4388,222,9
4389,9391,9
4390,4217,0
4391,7089,7
4392,391,2
4393,4038,0
4394,6309,6
4395,534,6
4396,7494,2
4397,6432,8
4398,6124,8
4399,6346,8
4400,9467,2
4401,9752,7
4402,1348,2
4403,3221,5
4404,9387,1
4405,7478,7
4406,653,6
4407,9934,4
4408,2481,7
4409,6278,5
4410,2433,9
4411,5627,9
4412,2214,4
4413,9214,9
4414,2856,2
4415,309,6
4416,7509,3
4417,39,5
4418,8785,8
4419,5600,6
4420,7408,4
4421,8174,3
4422,2614,0
4423,3583,1
4424,4401,1
4425,6979,5
4426,3463,3
4427,8207,7
4428,2455,6
4429,9691,6
4430,8052,7
4431,4232,5
4432,305,1
4433,8750,9
4434,8616,3
4435,9384,4
4436,5783,1
4437,33,5
4438,2721,8
4439,7207,3
4440,5522,2
4441,8116,9
4442,6800,6
4443,7288,7
4444,6459,6
4445,8756,2
4446,5280,0
4447,4767,6
4448,9805,2
4449,7581,9
4450,7709,3
4451,928,0
4452,2825,2
4453,6132,7
4454,9225,5
4455,8071,4
4456,6481,0
4457,7717,3
4458,9091,7
4459,6237,3
4460,720,4
4461,7443,7
4462,8412,2
4463,6324,7
4464,44,0
4465,4722,6
4466,8985,9
4467,9324,9
4468,7532,1
4469,1480,1
4470,8900,2
4471,9588,1
4472,4938,3
4473,2033,2
4474,1015,4
4475,9006,6
4476,7368,5
4477,5208,4
4478,9607,7
4479,7876,1
4480,9365,6
4481,1495,2
4482,9436,1
4483,4227,4
4484,5935,6
4485,2277,5
4486,5643,5
4487,2882,7
4488,2080,1
4489,4716,9
4490,4179,6
4491,3672,0
4492,2302,0
4493,4772,6
4494,2238,1
4495,177,7
4496,5216,6
4497,24,5
4498,8161,5
4499,597,3
4500,1474,3
4501,2124,0
4502,4229,8
4503,1420,4
4504,2173,3
4505,9538,8
4506,6545,9
4507,6066,2
4508,894,1
4509,1307,2
4510,6541,8
4511,9971,9
4512,1196,2
4513,6049,8
4514,4885,2
4515,6994,3
4516,1479,2
4517,3396,0
4518,1117,5
4519,203,7
4520,9125,1
4521,2706,3
4522,9671,7
4523,9065,0
4524,16,5
4525,4418,9
4526,3669,5
4527,5847,8
4528,4224,5
4529,6027,3
4530,2286,3
4531,4728,7
4532,194,7
4533,8491,3
4534,696,8
4535,3037,8
4536,4216,0
4537,398,0
4538,5507,6
4539,4641,5
4540,196,8
4541,2370,0
4542,2585,3
4543,4967,7
4544,8290,8
4545,1080,6
4546,1181,3
4547,7856,6
4548,9706,9
4549,4576,4
4550,1477,7
4551,4892,7
4552,388,2
4553,2689,5
4554,3901,3
4555,9622,5
4556,6407,2
4557,1568,0
4558,5327,0
4559,5219,2
4560,7919,6
4561,7265,5
4562,9076,6
4563,4505,4
4564,6914,8
4565,4839,7
4566,245,3
4567,6290,9
4568,6251,1
4569,3540,6
4570,2989,5
4571,1940,5
4572,3158,0
4573,7732,7
4574,9667,9
4575,642,0
4576,4972,8
4577,8626,1
4578,9963,8
4579,4749,2
4580,2406,4
4581,157,9
4582,4528,5
4583,5818,7
4584,6583,0
4585,7175,7
4586,8212,5
4587,1061,1
4588,4535,2
4589,8181,3
4590,4580,6
4591,4467,3
4592,8466,7
4593,8485,0
4594,746,6
4595,1284,8
4596,3062,9
4597,9700,0
4598,5520,4
4599,9520,1
4600,9535,1
4601,5394,1
4602,7296,8
4603,6356,7
4604,9122,9
4605,3558,5
4606,1603,3
4607,3476,8
4608,8267,0
4609,6581,1
4610,3224,6
4611,5923,0
4612,8238,1
4613,2263,6
4614,8352,5
4615,3724,6
4616,3380,8
4617,6665,4
4618,4623,5
4619,3086,9
4620,5163,5
4621,7958,5
4622,7020,7
4623,9886,4
4624,1631,1
4625,567,7
4626,1774,5
4627,287,0
4628,6844,7
4629,7842,5
4630,3365,9
4631,5565,3
4632,5215,2
4633,6533,2
4634,4542,3
4635,8103,7
4636,3734,7
4637,7746,2
4638,5104,8
4639,7381,4
4640,7946,1
4641,9028,8
4642,1824,9
4643,9033,2
4644,6648,0
4645,6344,5
4646,7282,1
4647,163,6
4648,6562,5
4649,8532,3
4650,8587,7
4651,3067,3
4652,1815,9
4653,6086,1
4654,4764,5
4655,7154,0
4656,4557,0
4657,8044,9
4658,1031,3
4659,3826,1
4660,3035,3
4661,2935,8
4662,4146,2
4663,9994,3
4664,6647,3
4665,2518,7
4666,2812,0
4667,755,2
4668,6444,3
4669,1220,9
4670,3874,6
4671,6825,3
4672,5736,9
4673,7588,2
4674,9119,4
4675,4268,4
4676,6952,8
4677,1909,3
4678,5144,0
4679,7627,3
4680,3411,5
4681,1467,1
4682,610,6
4683,437,5
4684,2507,0
4685,818,8
4686,6343,8
4687,3398,2
4688,4022,6
4689,2550,4
4690,7501,9
4691,3175,1
4692,5418,8
4693,9867,8
4694,4869,8
4695,5421,6
4696,4222,8
4697,2555,7
4698,7256,4
4699,9862,3
4700,4941,6
4701,5294,8
4702,3807,8
4703,5967,9
4704,5457,8
4705,758,2
4706,8059,3
4707,2011,2
4708,7504,6
4709,5030,4
4710,1299,7
4711,920,6
4712,4200,4
4713,4619,9
4714,4779,9
4715,3152,1
4716,108,8
4717,1871,3
4718,5800,2
4719,5499,6
4720,3836,7
4721,5299,7
4722,2434,0
4723,3784,5
4724,4806,1
4725,2643,3
4726,8389,1
4727,1089,6
4728,9591,1
4729,1492,9
4730,2264,0
4731,2422,3
4732,5292,4
4733,6722,3
4734,5808,5
4735,6061,0
4736,3766,4
4737,5307,1
4738,9043,3
4739,9450,6
4740,7936,1
4741,7875,2
4742,3896,7
4743,9281,3
4744,4710,3
4745,23,9
4746,1711,1
4747,3002,7
4748,469,8
4749,6028,8
4750,1626,9
4751,8632,3
4752,6094,5
4753,9553,7
4754,1472,7
4755,970,9
4756,2392,5
4757,7711,6
4758,312,8
4759,1968,8
4760,9900,8
4761,1622,4
4762,5465,7
4763,1935,6
4764,3666,5
4765,7852,5
4766,6685,1
4767,2618,5
4768,4572,2
4769,4705,3
4770,491,0
4771,4260,8
4772,9270,9
4773,2739,2
4774,1602,7
4775,1227,3
4776,4256,8
4777,3920,7
4778,933,2
4779,5258,2
4780,8563,0
4781,8757,8
4782,4408,0
4783,8354,4
4784,8000,9
4785,7668,5
4786,9527,6
4787,2152,7
4788,6062,3
4789,5782,7
4790,4987,3
4791,8911,4
4792,896,3
4793,6521,4
4794,8350,9
4795,2168,5
4796,6465,3
4797,7414,8
4798,7450,1
4799,9959,2
4800,5706,7
4801,2165,2
4802,8461,7
4803,2738,4
4804,524,0
4805,4743,6
4806,1009,6
4807,2127,2
4808,378,0
4809,1283,5
4810,1247,3
4811,4981,1
4812,5949,6
4813,840,7
4814,6816,1
4815,1387,9
4816,6373,6
4817,7926,5
4818,5974,9
4819,3952,4
4820,6006,0
4821,3199,6
4822,9674,9
4823,9042,1
4824,6202,3
4825,2093,6
4826,4443,4
4827,7310,3
4828,6603,9
4829,99,7
4830,3160,6
4831,5536,6
4832,4970,2
4833,4935,5
4834,8918,7
4835,1415,7
4836,9048,0
4837,582,8
4838,7009,6
4839,6711,5
4840,1694,0
4841,4920,7
4842,8189,8
4843,1321,2
4844,2227,8
4845,4190,3
4846,3297,4
4847,868,0
4848,2952,3
4849,5000,7
4850,3200,5
4851,8158,8
4852,8438,1
4853,996,8
4854,1806,1
4855,5130,5
4856,9389,8
4857,3153,1
4858,206,0
4859,5333,7
4860,2525,5
4861,7838,0
4862,4147,3
4863,3648,7
4864,1610,2
4865,663,6
4866,2417,7
4867,1596,0
4868,2075,4
4869,3024,0
4870,1204,6
4871,372,9
4872,7212,3
4873,9351,1
4874,8120,8
4875,4208,2
4876,9763,1
4877,4986,8
4878,5320,7
4879,9747,0
4880,4901,0
4881,1534,4
4882,8222,1
4883,1342,7
4884,2782,0
4885,7624,2
4886,1818,5
4887,3589,7
4888,7260,1
4889,2243,3
4890,4242,8
4891,6335,2
4892,5766,8
4893,79,8
4894,6396,4
4895,7539,5
4896,2960,9
4897,6551,4
4898,5448,9
4899,1512,8
4900,809,7
4901,4845,3
4902,8279,3
4903,1798,4
4904,4682,3
4905,6606,4
4906,2869,4
4907,9377,4
4908,8871,9
4909,5113,6
4910,4809,0
4911,6731,6
4912,8679,8
4913,8363,2
4914,3890,7
4915,3026,5
4916,7351,2
4917,1217,4
4918,2894,6
4919,7472,1
4920,447,0
4921,9771,4
4922,7012,7
4923,4777,5
4924,223,4
4925,6700,6
4926,6940,1
4927,8957,7
4928,1731,5
4929,9353,5
4930,9559,1
4931,2427,5
4932,2383,2
4933,3972,7
4934,5950,9
4935,2037,5
4936,6042,6
4937,6487,6
4938,7268,3
4939,2329,4
4940,5255,0
4941,506,7
4942,8244,4
4943,9008,0
4944,9074,4
4945,916,3
4946,9177,9
4947,9090,2
4948,2794,0
4949,689,0
4950,2207,3
4951,6686,9
4952,3220,3
4953,2741,6
4954,7882,7
4955,5583,0
4956,948,3
4957,5001,6
4958,2428,6
4959,9879,7
4960,2854,9
4961,4516,1
4962,6746,2
4963,4996,3
4964,6588,0
4965,6519,2
4966,2968,0
4967,8283,1
4968,8124,7
4969,8203,3
4970,2785,4
4971,8286,7
4972,8586,6
4973,9080,3
4974,4579,6
4975,8794,5
4976,3959,5
4977,7966,7
4978,8206,7
4979,9437,3
4980,6259,5
4981,8612,4
4982,1160,8
4983,8683,7
4984,2355,9
4985,8527,1
4986,6617,4
4987,5084,3
4988,1590,4
4989,7427,2
4990,4348,8
4991,3255,5
4992,1807,5
4993,6177,2
4994,2674,0
4995,5093,0
4996,9727,6
4997,8153,4
4998,5880,0
4999,4235,9
5000,7621,8
5001,2441,4
5002,6596,3
5003,4014,8
5004,551,5
5005,230,5
5006,5703,0
5007,2025,4
5008,8335,7
5009,6593,2
5010,8214,1
5011,6265,4
5012,4070,9
5013,7827,3
5014,9036,4
5015,5855,7
5016,6133,0
5017,3218,9
5018,2967,7
5019,2626,7
5020,3526,4
5021,2129,9
5022,8826,8
5023,9517,9
5024,6621,0
5025,4602,1
5026,5632,3
5027,2966,0
5028,1672,6
5029,1240,2
5030,1361,9
5031,7885,3
5032,2939,2
5033,9590,0
5034,1376,9
5035,4461,0
5036,3791,2
5037,3566,7
5038,5409,1
5039,3345,7
5040,9310,3
5041,2261,3
5042,3699,9
5043,2218,4
5044,5859,2
5045,596,7
5046,2363,2
5047,9732,9
5048,4593,5
5049,8070,5
5050,9576,3
5051,87,7
5052,8584,1
5053,6242,4
5054,5079,1
5055,8341,6
5056,8805,9
5057,9179,1
5058,7280,1
5059,4083,8
5060,4774,6
5061,2668,0
5062,1525,3
5063,8795,0
5064,3698,8
5065,5551,7
5066,2693,9
5067,8901,5
5068,1539,2
5069,5740,6
5070,9857,0
5071,664,3
5072,3817,8
5073,9399,7
5074,6536,1
5075,5836,8
5076,7398,5
5077,9103,7
5078,5509,7
5079,5813,4
5080,7034,0
5081,2590,5
5082,3303,8
5083,7659,2
5084,6467,3
5085,6139,9
5086,2601,1
5087,4084,7
5088,9386,4
5089,4681,9
5090,8904,5
5091,2279,9
5092,7990,0
5093,7442,7
5094,4379,1
5095,328,4
5096,2051,5
5097,8887,4
5098,42,5
5099,8482,1
5100,8415,0
5101,5121,6
5102,7898,1
5103,5787,0
5104,9127,8
5105,502,5
5106,6204,4
5107,6034,9
5108,8164,6
5109,1076,0
5110,4465,6
5111,7136,1
5112,6274,9
5113,1961,7
5114,6993,5
5115,424,2
5116,5819,2
5117,8129,2
5118,6673,4
5119,9977,5
5120,1863,5
5121,2906,1
5122,3156,9
5123,6607,7
5124,6739,0
5125,1244,5
5126,3335,0
5127,2880,4
5128,8960,0
5129,1123,3
5130,5515,4
5131,906,1
5132,9147,9
5133,628,4
5134,4906,5
5135,1575,2
5136,9868,9
5137,640,5
5138,9267,2
5139,6735,9
5140,8277,4
5141,8058,4
5142,3283,7
5143,7242,7
5144,810,5
5145,2821,0
5146,9037,9
5147,2718,5
5148,3601,0
5149,4697,5
5150,97,0
5151,6971,9
5152,9136,6
5153,4834,4
5154,2013,6
5155,7363,1
5156,7084,4
5157,8667,4
5158,3307,9
5159,6037,5
5160,5686,6
5161,6598,6
5162,558,3
5163,146,6
5164,6071,7
5165,2983,5
5166,179,0
5167,7965,7
5168,2295,8
5169,1236,7
5170,1018,0
5171,432,3
5172,5965,7
5173,6182,1
5174,6,1
5175,5644,7
5176,7433,5
5177,5356,7
5178,7002,3
5179,1599,5
5180,2456,8
5181,8442,6
5182,4218,9
5183,8551,8
5184,2473,0
5185,248,2
5186,5884,4
5187,9328,6
5188,4670,8
5189,2875,1
5190,1463,0
5191,2014,8
5192,4730,2
5193,4353,6
5194,5168,7
5195,5883,6
5196,2757,1
5197,4051,5
5198,5510,4
5199,7721,2
5200,3477,6
5201,2918,2
5202,7372,5
5203,4732,2
5204,9279,8
5205,9741,5
5206,1470,7
5207,5175,6
5208,3980,9
5209,8824,3
5210,3198,6
5211,5871,6
5212,1032,6
5213,7546,7
5214,1110,2
5215,2123,2
5216,2061,5
5217,5455,9
5218,2046,3
5219,6107,9
5220,870,3
5221,7053,1
5222,9563,1
5223,6776,8
5224,1193,5
5225,678,0
5226,2512,2
5227,446,5
5228,2936,5
5229,5434,6
5230,8737,7
5231,6595,2
5232,4134,1
5233,4261,9
5234,8344,7
5235,184,3
5236,681,6
5237,4149,9
5238,2350,3
5239,635,6
5240,9816,1
5241,9019,9
5242,8474,4
5243,7349,3
5244,4096,8
5245,8800,0
5246,5980,9
5247,3702,1
5248,9794,1
5249,1174,1
5250,8841,2
5251,683,8
5252,2948,5
5253,1012,6
5254,7336,5
5255,3731,6
5256,9614,6
5257,5355,8
5258,6156,9
5259,9135,7
5260,7923,9
5261,5080,7
5262,5661,4
5263,1274,3
5264,5666,6
5265,6074,4
5266,41,6
5267,3990,4
5268,629,1
5269,3445,0
5270,4973,1
5271,2564,2
5272,4511,6
5273,375,7
5274,318,5
5275,7283,3
5276,9519,9
5277,3301,8
5278,2255,1
5279,2231,3
5280,5338,8
5281,96,6
5282,6760,5
5283,5843,6
5284,1742,8
5285,4426,0
5286,2569,0
5287,7897,2
5288,5713,5
5289,3186,7
5290,1140,6
5291,1836,4
5292,7320,8
5293,38,9
5294,2387,9
5295,9180,5
5296,3461,7
5297,6164,7
5298,3486,6
5299,8769,0
5300,62,6
5301,1201,7
5302,1736,5
5303,4863,1
5304,7421,5
5305,9795,4
5306,4330,9
5307,5124,0
5308,3984,6
5309,6054,3
5310,513,1
5311,8600,3
5312,5941,9
5313,7291,3
5314,185,8
5315,7547,9
5316,9370,8
5317,2045,1
5318,6515,2
5319,6600,7
5320,88,8
5321,2500,4
5322,9497,3
5323,4441,1
5324,8617,3
5325,2945,7
5326,7,6
5327,1433,7
5328,1584,7
5329,508,9
5330,5981,7
5331,7276,1
5332,6478,7
5333,2236,5
5334,2081,3
5335,2897,3
5336,9402,6
5337,9440,8
5338,477,0
5339,9544,0
5340,8264,2
5341,8725,8
5342,1396,1
5343,3429,0
5344,9356,0
5345,3080,1
5346,208,7
5347,7183,6
5348,8696,8
5349,5612,8
5350,8152,8
5351,4688,7
5352,6835,5
5353,6338,7
5354,3402,4
5355,6522,9
5356,2269,3
5357,4368,4
5358,3397,9
5359,1024,3
5360,2179,1
5361,7932,9
5362,54,8
5363,3801,2
5364,6495,7
5365,9832,2
5366,7768,8
5367,8275,3
5368,9378,9
5369,8235,7
5370,7674,1
5371,1981,3
5372,7262,2
5373,2266,8
5374,1424,9
5375,2748,1
5376,5543,0
5377,2851,4
5378,4793,6
5379,1917,8
5380,9162,1
5381,7673,5
5382,2620,1
5383,5196,2
5384,7788,6
5385,7418,8
5386,1903,0
5387,8340,5
5388,1787,3
5389,3256,4
5390,3215,1
5391,1792,9
5392,9570,7
5393,9476,8
5394,3688,5
5395,5777,8
5396,9966,6
5397,3556,6
5398,6425,2
5399,3844,2
5400,1535,4
5401,8,3
5402,1431,4
5403,1336,4
5404,5110,8
5405,2347,8
5406,9409,9
5407,736,1
5408,7825,3
5409,4057,7
5410,8294,8
5411,2360,7
5412,2016,6
5413,7305,6
5414,4466,1
5415,9968,3
5416,4154,7
5417,6041,7
5418,2870,8
5419,2425,0
5420,9332,9
5421,843,2
5422,4639,0
5423,1964,3
5424,1699,7
5425,8458,5
5426,2522,1
5427,8966,3
5428,8739,3
5429,8362,3
5430,6311,3
5431,9980,0
5432,3519,8
5433,2374,8
5434,8882,3
5435,4584,4
5436,1609,4
5437,364,9
5438,2376,7
5439,4350,4
5440,7295,5
